target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3233	1339	9.74533
ENST00000318602.12	4610	4461	16456	86.7988
ENST00000307719.9	1799	1650	1634	23.3018
ENST00000286479.4	1285	1136	724	14.9962
ENST00000393078.5	1576	1427	1123	18.5173
ENST00000232892.12	1563	1414	2051	34.1301
ENST00000248450.9	1760	1611	2315	33.8125
ENST00000392492.8	971	822	1085	31.0584
ENST00000261772.13	3437	3288	4814	34.4505
ENST00000268251.13	4779	4630	13892	70.6001
ENST00000374736.8	10408	10259	6637	15.2226
ENST00000341511.11	8103	7954	28750	85.0499
ENST00000301732.10	6602	6453	4966	18.1078
ENST00000373394.8	4592	4443	10238	54.2201
ENST00000326195.13	3405	3256	4664	33.7051
ENST00000370225.4	7328	7179	13124	43.0154
ENST00000318560.6	5578	5429	6529	28.2975
ENST00000360937.9	2609	2460	4271	40.8522
ENST00000502732.6	12217	12068	30313	59.1038
ENST00000644422.3	6478	6329	916	3.40551
ENST00000302538.10	5395	5246	29845	133.864
ENST00000333167.13	1699	1550	4280	64.9731
ENST00000616317.5	10013	9864	92768	221.292
ENST00000338432.12	9368	9219	74024	188.934
ENST00000233710.4	2515	2366	2946	29.2981
ENST00000370841.9	2261	2112	5013	55.8503
ENST00000242592.9	1859	1710	2121	29.1854
ENST00000358776.7	5848	5699	1994	8.23281
ENST00000356839.10	2184	2035	15266	176.515
ENST00000265838.9	1537	1388	4814	81.609
ENST00000367048.5	1520	1371	2133.3	36.613
ENST00000225823.7	3750	3601	2497	16.3161
ENST00000447966.7	3886	3737	11097	69.8721
ENST00000241069.11	2172	2023	8499	98.8538
ENST00000352035.7	4293	4144	12892	73.2018
ENST00000309951.8	7443	7294	5066	16.3426
ENST00000216139.10	1430	1281	1117	20.5176
ENST00000216254.9	2734	2585	2181.24	19.8548
ENST00000293217.10	7317	7168	8373	27.4856
ENST00000272065.10	1474	1325	827	14.6863
ENST00000672073.1	2111	1962	5841	70.0503
ENST00000648477.1	1381	1232	829	15.8331
ENST00000336375.10	3174	3025	5057	39.3359
ENST00000533904.6	1936	1787	2164	28.4941
ENST00000366684.7	1491	1342	985	17.2705
ENST00000224784.10	1349	1200	3508	68.786
ENST00000646664.1	1812	1663	979	13.852
ENST00000290378.6	1382	1233	2379	45.3997
ENST00000573283.7	1919	1770	979	13.0146
ENST00000345517.8	1501	1352	1835	31.936
ENST00000252699.7	4990	4841	17959	87.2908
ENST00000429709.7	1854	1705	2156	29.754
ENST00000394419.9	3722	3573	56068	369.236
ENST00000366578.6	4872	4723	5072	25.2687
ENST00000513398.2	2882	2733	5086	43.7883
ENST00000434821.7	3332	3183	1381	10.2089
ENST00000257963.9	4531	4382	14978	80.4272
ENST00000241416.12	5214	5065	2462	11.4375
ENST00000352511.5	11782	11633	7070	14.3004
ENST00000388922.9	4177	4028	7568	44.2093
ENST00000636358.2	1422	1273	4922	90.9776
ENST00000238618.8	580	431	392	21.4008
ENST00000394666.9	882	733	779	25.0066
ENST00000372874.9	1496	1347	2352	41.0858
ENST00000445355.8	3259	3110	15472	117.06
ENST00000260408.8	11158	11009	4103.08	8.76968
ENST00000368474.9	6610	6461	35891	130.71
ENST00000348831.9	6902	6753	22038	76.7886
ENST00000381312.6	8475	8326	2071	5.85282
ENST00000297323.12	12657	12508	8413	15.8265
ENST00000338316.9	6645	6496	13166	47.6902
ENST00000679454.1	4950	4801	90422.5	443.166
ENST00000462833.6	6643	6494	40632	147.224
ENST00000357869.8	6092	5943	9612	38.0566
ENST00000673801.1	6271	6122	17134	65.8547
ENST00000286355.10	4421	4272	15644	86.1664
ENST00000294016.8	7980	7831	10740	32.2707
ENST00000450565.8	3259	3110	1312	9.92647
ENST00000304166.9	6639	6490	12571	45.5771
ENST00000683351.1	4140	3991	15992	94.285
ENST00000264436.9	9290	9141	6925	17.8257
ENST00000356080.9	4413	4264	6832	37.7009
ENST00000276914.7	1897	1748	2340	31.4989
ENST00000209668.3	1454	1305	979	17.652
ENST00000305046.13	4067	3918	1819.82	10.9291
ENST00000515683.6	1454	1305	997.183	17.9798
ENST00000265512.12	2002	1853	2045	25.9681
ENST00000296412.14	2652	2503	976	9.17509
ENST00000394899.6	2802	2653	1937	17.1796
ENST00000437033.7	2119	1970	2012	24.0316
ENST00000539909.6	1992	1843	10836	138.346
ENST00000278175.10	1492	1343	409	7.16587
ENST00000337894.9	2901	2752	2858	24.4363
ENST00000337539.12	2529	2380	1090	10.7763
ENST00000304222.3	1522	1373	2446	41.9187
ENST00000241356.5	1757	1608	1194.25	17.4756
ENST00000357003.8	3623	3474	1529	10.3562
ENST00000366794.10	3978	3829	2896	17.7965
ENST00000381989.4	5437	5288	5026	22.3642
ENST00000379453.6	2942	2793	1570	13.2267
ENST00000306675.5	2507	2358	7360	73.4439
ENST00000380573.4	3770	3621	8887	57.7495
ENST00000280155.4	3879	3730	1249	7.87907
ENST00000620793.2	3696	3547	1204	7.98706
ENST00000330055.7	2142	1993	1240	14.6398
ENST00000369295.4	3039	2890	1285	10.4623
ENST00000305988.6	2013	1864	1093	13.7974
ENST00000345060.5	2585	2436	1078	10.4127
ENST00000308595.10	3403	3254	3752	27.1311
ENST00000324198.11	9277	9128	7748	19.9726
ENST00000623063.3	4359	4210	11145	62.2902
ENST00000366535.4	2555	2406	4159	40.6738
ENST00000354293.10	3357	3208	11110	81.4894
ENST00000448903.7	4587	4438	22500	119.293
ENST00000357586.7	4165	4016	20870	122.279
ENST00000610402.5	5700	5551	15519	65.7831
ENST00000299980.9	6602	6453	4649	16.9519
ENST00000223357.8	4097	3948	6578	39.2047
ENST00000327141.9	1798	1649	1960	27.9677
ENST00000335847.9	1918	1769	1284	17.0789
ENST00000226355.5	1997	1848	5239	66.7065
ENST00000395792.7	2426	2277	2888	29.8439
ENST00000264595.7	2037	1888	2289	28.5276
ENST00000560601.4	8960	8811	59267	158.274
ENST00000375076.9	1420	1271	30069	556.666
ENST00000361915.8	7091	6942	32669	110.732
ENST00000290953.3	498	349	250	16.8553
ENST00000254958.10	5940	5791	3508	14.2537
ENST00000366667.6	2116	1967	1282	15.3358
ENST00000349243.8	2324	2175	931	10.0719
ENST00000371906.5	2862	2713	943	8.17868
ENST00000606794.2	3660	3511	994	6.66158
ENST00000307503.4	2900	2751	1030	8.80984
ENST00000378970.5	1813	1664	1264	17.8737
ENST00000217426.7	2150	2001	3372	39.6517
ENST00000242057.9	6243	6094	2398	9.25909
ENST00000411641.7	1574	1425	3736	61.6898
ENST00000376059.8	655	506	732	34.0394
ENST00000633556.3	10039	9890	17595	41.8615
ENST00000644144.2	2192	2043	920	10.596
ENST00000672715.1	5970	5821	3707	14.9846
ENST00000327299.8	6845	6696	890	3.12749
ENST00000649815.2	2957	2808	1294	10.8432
ENST00000392038.7	5250	5101	3576	16.4954
ENST00000409155.8	3129	2980	5015	39.5983
ENST00000484952.6	2375	2226	8555	90.4308
ENST00000650242.1	1940	1791	4695	61.6824
ENST00000295897.9	2285	2136	1681	18.5177
ENST00000306107.9	4701	4552	4939	25.5304
ENST00000218104.6	3669	3520	5849	39.0985
ENST00000297785.8	2096	1947	1357	16.3997
ENST00000261733.7	9561	9412	2669	6.67249
ENST00000225740.11	1639	1490	3266	51.5764
ENST00000377698.4	3028	2879	2879	23.53
ENST00000329841.10	3469	3320	2459	17.4278
ENST00000342456.11	2811	2662	3982	35.1977
ENST00000673966.2	2650	2501	1832	17.2359
ENST00000354775.5	2395	2246	2534	26.5472
ENST00000176643.11	3703	3554	5342	35.3678
ENST00000308666.4	6290	6141	15350	58.8154
ENST00000642816.3	1640	1491	1410.74	22.2633
ENST00000647789.2	2420	2271	946	9.80157
ENST00000226253.9	1608	1459	946	15.2566
ENST00000285930.9	1361	1212	1172	22.7534
ENST00000389048.8	6240	6091	6224	24.0438
ENST00000251535.11	2392	2243	3479	36.4961
ENST00000374391.7	2519	2370	11818	117.332
ENST00000380490.5	869	720	1062	34.7067
ENST00000647874.1	2515	2366	1957	19.4625
ENST00000293761.8	2697	2548	1840	16.9918
ENST00000380183.9	2697	2548	5337	49.2855
ENST00000295463.4	3241	3092	1438	10.9431
ENST00000374840.8	2536	2387	5152	50.7861
ENST00000392027.3	2754	2605	1447.51	13.0748
ENST00000295453.8	2492	2343	1461.49	14.6773
ENST00000647563.2	1955	1806	883	11.5044
ENST00000322937.10	2005	1856	1195	15.15
ENST00000265132.8	1262	1113	910	19.2383
ENST00000368885.8	3423	3274	3275	23.5372
ENST00000380714.7	793	644	1815	66.3151
ENST00000651267.2	926	777	902	27.3154
ENST00000290649.10	3607	3458	5154	35.0704
ENST00000221496.5	1809	1660	1534	21.744
ENST00000257863.9	2001	1852	21629	274.8
ENST00000520113.7	2335	2186	4178	44.9717
ENST00000528667.7	4081	3932	8980	53.7384
ENST00000396553.7	4189	4040	8191	47.7064
ENST00000356264.7	3224	3075	14439	110.488
ENST00000316724.10	2487	2338	21193	213.289
ENST00000273588.9	1997	1848	3901	49.6702
ENST00000370083.9	1785	1636	458.279	6.59125
ENST00000330330.10	1785	1636	458.279	6.59125
ENST00000622339.5	1785	1636	458.279	6.59125
ENST00000414303.7	1584	1435	1389.16	22.7784
ENST00000684275.1	1584	1435	1397	22.9069
ENST00000397990.5	748	599	295	11.5882
ENST00000517746.6	4230	4081	4396	25.3462
ENST00000629816.3	5268	5119	7196.7	33.0803
ENST00000289734.13	8292	8143	27490	79.435
