target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3233.06	3003	52.95
ENST00000318602.12	4610	4461.06	2881	36.8154
ENST00000307719.9	1799	1650.06	1652	57.0736
ENST00000286479.4	1285	1136.06	1187	59.5627
ENST00000393078.5	1576	1427.06	1331	53.1693
ENST00000232892.12	1563	1414.06	1318	53.134
ENST00000248450.9	1760	1611.06	1221	43.2045
ENST00000392492.8	971	822.055	775	53.7433
ENST00000261772.13	3437	3288.06	2408	41.7485
ENST00000268251.13	4779	4630.06	4014	49.4214
ENST00000374736.8	10408	10259.1	7974	44.309
ENST00000341511.11	8103	7954.06	5748	41.1957
ENST00000301732.10	6602	6453.06	4985	44.0376
ENST00000373394.8	4592	4443.06	3808	48.8583
ENST00000326195.13	3405	3256.06	2208	38.6572
ENST00000370225.4	7328	7179.06	4894	38.8615
ENST00000318560.6	5578	5429.06	5039	52.9107
ENST00000360937.9	2609	2460.06	2371	54.9427
ENST00000502732.6	12217	12068.1	11629	54.9324
ENST00000644422.3	6478	6329.06	0	0
ENST00000302538.10	5395	5246.06	4267.62	46.3742
ENST00000333167.13	1699	1550.06	995.074	36.5958
ENST00000616317.5	10013	9864.06	7307	42.2286
ENST00000338432.12	9368	9219.06	6763	41.8193
ENST00000233710.4	2515	2366.06	1976	47.6086
ENST00000370841.9	2261	2112.06	1673	45.1559
ENST00000242592.9	1859	1710.06	1369	45.637
ENST00000358776.7	5848	5699.06	5291	52.9247
ENST00000356839.10	2184	2035.06	1204	33.7267
ENST00000265838.9	1537	1388.06	933	38.3176
ENST00000367048.5	1520	1371.06	947.493	39.3953
ENST00000225823.7	3750	3601.06	3260	51.6073
ENST00000447966.7	3886	3737.06	3298	50.3089
ENST00000241069.11	2172	2023.06	1927	54.2997
ENST00000352035.7	4293	4144.06	2891	39.7691
ENST00000309951.8	7443	7294.06	6414	50.1283
ENST00000216139.10	1430	1281.06	1185	52.732
ENST00000216254.9	2734	2585.06	1365.25	30.1068
ENST00000293217.10	7317	7168.06	6631	52.7353
ENST00000272065.10	1474	1325.06	1180	50.7658
ENST00000672073.1	2111	1962.06	1571	45.6445
ENST00000648477.1	1381	1232.06	1136	52.562
ENST00000336375.10	3174	3025.06	2684	50.5793
ENST00000533904.6	1936	1787.06	1740	55.5053
ENST00000366684.7	1491	1342.06	1148	48.7635
ENST00000224784.10	1349	1200.06	914	43.4179
ENST00000646664.1	1812	1663.06	1518	52.0342
ENST00000290378.6	1382	1233.06	1034	47.8037
ENST00000573283.7	1919	1770.06	1625	52.3347
ENST00000345517.8	1501	1352.06	1065	44.9033
ENST00000252699.7	4990	4841.06	4223.76	49.7373
ENST00000429709.7	1854	1705.06	1142	38.1813
ENST00000394419.9	3722	3573.06	2644	42.1837
ENST00000366578.6	4872	4723.06	3843	46.3843
ENST00000513398.2	2882	2733.06	1853	38.6501
ENST00000434821.7	3332	3183.06	2793	50.0207
ENST00000257963.9	4531	4382.06	4090	53.207
