transcript_id	gene_symbol	transcript_len	read_len	label	n_positions	uf_overall	n_sim_3p250	n_unique_3p250	uf_3p250	delta_3p250	n_sim_3p400	n_unique_3p400	uf_3p400	delta_3p400	n_sim_3p500	n_unique_3p500	uf_3p500	delta_3p500	n_sim_3p600	n_unique_3p600	uf_3p600	delta_3p600
ENST00000641819.1		7300	100	v1d_genome_RNA_PE_100	7201	0.756006	250	0	0.0	-0.756006	400	0	0.0	-0.756006	500	0	0.0	-0.756006	600	0	0.0	-0.756006
ENST00000382409.4		2190	100	v1d_genome_RNA_PE_100	2091	0.708274	250	0	0.0	-0.708274	400	0	0.0	-0.708274	500	0	0.0	-0.708274	600	0	0.0	-0.708274
ENST00000409379.8		4531	100	v1d_genome_RNA_PE_100	4432	0.699233	250	0	0.0	-0.699233	400	0	0.0	-0.699233	500	0	0.0	-0.699233	600	0	0.0	-0.699233
ENST00000392977.8		4033	100	v1d_genome_RNA_PE_100	3934	0.69395	250	0	0.0	-0.69395	400	0	0.0	-0.69395	500	0	0.0	-0.69395	600	0	0.0	-0.69395
ENST00000244221.9		6300	100	v1d_genome_RNA_PE_100	6201	0.865183	250	86	0.344	-0.521183	400	86	0.215	-0.650183	500	86	0.172	-0.693183	600	86	0.143333	-0.72185
ENST00000326317.11		2705	100	v1d_genome_RNA_PE_100	2606	0.691481	250	0	0.0	-0.691481	400	0	0.0	-0.691481	500	0	0.0	-0.691481	600	0	0.0	-0.691481
ENST00000381815.9		3318	100	v1d_genome_RNA_PE_100	3219	0.680336	250	0	0.0	-0.680336	400	0	0.0	-0.680336	500	0	0.0	-0.680336	600	0	0.0	-0.680336
ENST00000639785.2		10062	100	v1d_genome_RNA_PE_100	9963	0.96487	250	133	0.532	-0.43287	400	134	0.335	-0.62987	500	163	0.326	-0.63887	600	263	0.438333	-0.526537
ENST00000362031.10		3282	100	v1d_genome_RNA_PE_100	3183	0.633993	250	0	0.0	-0.633993	400	0	0.0	-0.633993	500	0	0.0	-0.633993	600	0	0.0	-0.633993
ENST00000303212.3		1528	100	v1d_genome_RNA_PE_100	1429	0.659902	250	0	0.0	-0.659902	400	0	0.0	-0.659902	500	14	0.028	-0.631902	600	114	0.19	-0.469902
ENST00000357179.10		2834	100	v1d_genome_RNA_PE_100	2735	0.859598	250	54	0.216	-0.643598	400	100	0.25	-0.609598	500	116	0.232	-0.627598	600	216	0.36	-0.499598
ENST00000307731.2		3859	100	v1d_genome_RNA_PE_100	3760	0.759574	250	61	0.244	-0.515574	400	61	0.1525	-0.607074	500	68	0.136	-0.623574	600	168	0.28	-0.479574
