transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000485303.6	5203	0	1463	3740	0.0
ENST00000273588.9	2006	0	944	1062	0.0
ENST00000693202.1	5354	0	1533	3821	0.0
ENST00000651503.2	5479	0	3213	2266	0.0
ENST00000356151.7	3019	0	490	2529	0.0
ENST00000319283.8	3055	0	1023	2032	0.0
ENST00000251849.9	3208	0	1439	1769	0.0
ENST00000347869.8	3202	0	1699	1503	0.0
ENST00000396432.7	7407	0	5044	2363	0.0
ENST00000370187.8	6039	0	1408	4631	0.0
ENST00000358531.9	5450	0	1108	4342	0.0
ENST00000369847.4	2246	0	669	1577	0.0
ENST00000396556.7	3637	0	1941	1696	0.0
ENST00000271002.15	970	0	333	637	0.0
ENST00000434724.7	7156	0	1413	5743	0.0
ENST00000219302.8	853	0	362	491	0.0
ENST00000353379.12	1780	0	626	1154	0.0
ENST00000321998.10	2648	0	474	2174	0.0
ENST00000253457.8	1971	0	477	1494	0.0
ENST00000352681.8	1466	0	1051	415	0.0
ENST00000303037.13	877	0	560	317	0.0
ENST00000422318.7	1891	0	1188	703	0.0
ENST00000378536.5	6090	0	1981	4109	0.0
ENST00000367064.9	2600	0	915	1685	0.0
ENST00000570248.6	3223	0	433	2790	0.0
ENST00000399932.8	2922	0	1320	1602	0.0
ENST00000395503.9	3516	0	2357	1159	0.0
ENST00000378553.10	2400	0	1806	594	0.0
ENST00000268695.10	2358	0	1152	1206	0.0
ENST00000237353.15	3448	0	2485	963	0.0
ENST00000367727.9	995	0	354	641	0.0
ENST00000393203.3	6323	0	2344	3979	0.0
ENST00000349945.7	13304	0	4201	9103	0.0
ENST00000336307.6	1882	0	1164	718	0.0
ENST00000282633.10	4673	0	1644	3029	0.0
ENST00000374518.6	7782	0	3167	4615	0.0
ENST00000369077.4	4232	0	1403	2829	0.0
ENST00000224337.10	4361	0	1539	2822	0.0
ENST00000341276.11	2892	0	1404	1488	0.0
ENST00000356708.12	1111	0	618	493	0.0
ENST00000249601.9	2739	0	1819	920	0.0
ENST00000648843.3	1696	0	614	1082	0.0
ENST00000329291.6	2720	0	1732	988	0.0
ENST00000562631.7	4271	0	1651	2620	0.0
ENST00000261377.11	2711	0	1751	960	0.0
ENST00000324685.11	5329	0	2441	2888	0.0
ENST00000248098.8	3700	0	558	3142	0.0
ENST00000563137.7	7976	0	3596	4380	0.0
ENST00000370944.9	5671	0	1197	4474	0.0
ENST00000235150.5	2686	0	1928	758	0.0
ENST00000677389.1	2039	0	1424	615	0.0
ENST00000368300.9	3190	0	1696	1494	0.0
ENST00000371429.4	4570	0	1380	3190	0.0
ENST00000399069.8	1363	0	646	717	0.0
ENST00000398540.8	6306	0	2331	3975	0.0
ENST00000383671.8	2930	0	581	2349	0.0
ENST00000358781.7	1255	0	386	869	0.0
ENST00000264993.8	3356	0	625	2731	0.0
ENST00000717996.1	2286	0	0	2286	0.0
ENST00000542064.4	2274	0	0	2274	0.0
ENST00000410396.1	192	0	0	192	0.0
ENST00000256196.9	2349	0	437	1912	0.0
ENST00000305218.9	2154	0	1223	931	0.0
ENST00000437590.4	2132	0	626	1506	0.0
ENST00000610761.2	5718	0	3009	2709	0.0
ENST00000290649.10	3621	0	1486	2135	0.0
ENST00000316436.4	1438	0	347	1091	0.0
ENST00000310864.11	2592	0	1401	1191	0.0
ENST00000696593.1	9046	0	2028	7018	0.0
ENST00000478945.1	1392	0	646	746	0.0
ENST00000302609.8	4158	0	1205	2953	0.0
ENST00000298428.14	2507	0	1056	1451	0.0
ENST00000372921.10	2456	0	977	1479	0.0
ENST00000373910.9	2630	0	184	2446	0.0
ENST00000294016.8	7991	0	3763	4228	0.0
ENST00000373053.8	2945	0	814	2131	0.0
ENST00000265997.5	7791	0	1817	5974	0.0
ENST00000370655.6	1180	0	751	429	0.0
ENST00000360663.10	3533	0	1171	2362	0.0
ENST00000455566.6	5383	0	1109	4274	0.0
ENST00000349618.8	1634	0	1381	253	0.0
ENST00000373824.9	1341	0	412	929	0.0
ENST00000368336.10	2069	0	793	1276	0.0
ENST00000447388.8	1965	0	767	1198	0.0
ENST00000369516.7	3224	0	414	2810	0.0
ENST00000684192.1	9980	0	3772	6208	0.0
ENST00000449599.4	3270	0	1901	1369	0.0
ENST00000393760.6	1989	0	835	1154	0.0
ENST00000298596.11	3391	0	2849	542	0.0
ENST00000394936.8	2762	0	1102	1660	0.0
ENST00000263125.10	3273	0	1545	1728	0.0
ENST00000311916.8	3621	0	1917	1704	0.0
ENST00000371728.8	6474	0	4454	2020	0.0
ENST00000465093.6	5164	0	2148	3016	0.0
ENST00000272133.4	2545	0	286	2259	0.0
ENST00000473835.7	7452	0	2177	5275	0.0
ENST00000368873.6	3685	0	2129	1556	0.0
ENST00000264183.9	6046	0	3260	2786	0.0
ENST00000611257.5	2134	0	727	1407	0.0
ENST00000622206.2	2119	0	587	1532	0.0
ENST00000610350.4	2091	0	587	1504	0.0
ENST00000394015.3	765	0	354	411	0.0
ENST00000269586.12	947	0	307	640	0.0
ENST00000253928.14	5053	0	1918	3135	0.0
ENST00000353258.8	2913	0	811	2102	0.0
ENST00000618664.2	189	0	0	189	0.0
ENST00000327949.15	2180	0	1395	785	0.0
ENST00000320095.12	1694	0	781	913	0.0
ENST00000621034.2	2136	0	587	1549	0.0
ENST00000395665.9	3415	0	2766	649	0.0
ENST00000620247.2	2136	0	614	1522	0.0
ENST00000361926.8	4212	0	2029	2183	0.0
ENST00000604834.6	1985	0	1131	854	0.0
ENST00000474627.8	1561	0	612	949	0.0
ENST00000363593.2	138	0	0	138	0.0
ENST00000620215.3	2091	0	614	1477	0.0
ENST00000648724.3	3159	0	1334	1825	0.0
ENST00000331780.5	1271	0	989	282	0.0
ENST00000359106.10	8640	0	5992	2648	0.0
ENST00000269305.9	2523	0	886	1637	0.0
ENST00000370685.7	4491	0	869	3622	0.0
ENST00000433211.7	10714	0	2177	8537	0.0
ENST00000392607.8	4271	0	1530	2741	0.0
ENST00000415822.8	2247	0	828	1419	0.0
ENST00000420910.7	7154	0	1568	5586	0.0
ENST00000412723.6	2691	0	1681	1010	0.0
ENST00000219746.14	4966	0	1514	3452	0.0
ENST00000354185.9	4679	0	1897	2782	0.0
ENST00000371172.8	3258	0	235	3023	0.0
ENST00000419916.8	2754	0	610	2144	0.0
ENST00000674951.1	3335	0	1202	2133	0.0
ENST00000399336.9	4351	0	2817	1534	0.0
