transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000357742.10	7747	0	1948	5799	0.0
ENST00000443035.8	8870	0	4754	4116	0.0
ENST00000337451.8	3235	0	907	2328	0.0
ENST00000260327.9	6446	0	1000	5446	0.0
ENST00000335181.10	2316	0	1305	1011	0.0
ENST00000356056.10	12520	0	6283	6237	0.0
ENST00000648947.1	6401	0	3565	2836	0.0
ENST00000394518.7	13364	0	7234	6130	0.0
ENST00000416165.6	4786	0	2181	2605	0.0
ENST00000268148.13	2281	0	1545	736	0.0
ENST00000313597.10	1535	0	900	635	0.0
ENST00000325551.9	2473	0	1556	917	0.0
ENST00000467087.7	5016	0	1877	3139	0.0
ENST00000476941.6	4574	0	2010	2564	0.0
ENST00000317096.9	1511	0	814	697	0.0
ENST00000337435.9	6558	0	822	5736	0.0
ENST00000327367.9	6473	0	994	5479	0.0
ENST00000261892.11	5772	0	3094	2678	0.0
ENST00000342932.8	2221	0	460	1761	0.0
ENST00000282908.10	3547	0	814	2733	0.0
ENST00000302609.8	4158	0	1205	2953	0.0
ENST00000298428.14	2507	0	1056	1451	0.0
ENST00000372921.10	2456	0	977	1479	0.0
ENST00000373910.9	2630	0	184	2446	0.0
ENST00000437590.4	2132	0	649	1483	0.0
ENST00000373032.4	1568	0	462	1106	0.0
ENST00000373053.8	2945	0	814	2131	0.0
ENST00000594814.6	3665	0	1919	1746	0.0
ENST00000306193.8	3445	0	564	2881	0.0
ENST00000639862.2	6561	0	2392	4169	0.0
ENST00000261868.10	2487	0	496	1991	0.0
ENST00000373563.9	7845	0	3057	4788	0.0
ENST00000238721.9	1658	0	848	810	0.0
ENST00000374412.8	2346	0	1161	1185	0.0
ENST00000337386.10	4518	0	1228	3290	0.0
ENST00000315796.5	3059	0	667	2392	0.0
ENST00000527733.7	10022	0	3174	6848	0.0
ENST00000433060.3	8993	0	2453	6540	0.0
ENST00000298229.7	4817	0	2924	1893	0.0
ENST00000278865.8	1625	0	433	1192	0.0
ENST00000420843.7	7368	0	688	6680	0.0
ENST00000331079.11	2568	0	1081	1487	0.0
ENST00000394818.8	4133	0	2202	1931	0.0
ENST00000313173.6	2620	0	809	1811	0.0
ENST00000679126.1	3684	0	2216	1468	0.0
ENST00000507656.6	1449	0	450	999	0.0
ENST00000458483.4	2716	0	1713	1003	0.0
ENST00000681320.1	9350	0	4423	4927	0.0
ENST00000328834.10	2791	0	1670	1121	0.0
ENST00000636215.2	6469	0	3165	3304	0.0
ENST00000281961.3	1668	0	773	895	0.0
ENST00000401533.7	4170	0	2449	1721	0.0
ENST00000283195.11	11737	0	8301	3436	0.0
ENST00000306721.8	2788	0	1050	1738	0.0
ENST00000397081.8	4332	0	1961	2371	0.0
ENST00000697325.1	1708	0	947	761	0.0
ENST00000373960.4	2252	0	1086	1166	0.0
ENST00000431828.6	5177	0	2054	3123	0.0
ENST00000256538.9	2107	0	486	1621	0.0
ENST00000684762.1	2713	0	897	1816	0.0
ENST00000299338.11	3332	0	1206	2126	0.0
ENST00000439742.7	1073	0	440	633	0.0
ENST00000282878.6	8866	0	540	8326	0.0
ENST00000397163.8	3339	0	1677	1662	0.0
ENST00000394553.6	4058	0	1704	2354	0.0
ENST00000321437.9	4808	0	295	4513	0.0
ENST00000441322.6	1588	0	994	594	0.0
ENST00000684901.1	9050	0	6101	2949	0.0
ENST00000447998.7	4129	0	941	3188	0.0
ENST00000379611.10	2397	0	1268	1129	0.0
ENST00000651892.2	11355	0	8142	3213	0.0
ENST00000440863.7	2596	0	910	1686	0.0
ENST00000425597.8	3386	0	545	2841	0.0
ENST00000267853.10	2411	0	1014	1397	0.0
ENST00000561208.6	5498	0	1018	4480	0.0
ENST00000399564.5	5322	0	3469	1853	0.0
ENST00000178640.10	2366	0	492	1874	0.0
ENST00000418476.2	3272	0	2201	1071	0.0
ENST00000317799.10	2013	0	883	1130	0.0
ENST00000382125.9	1666	0	871	795	0.0
ENST00000409520.7	1821	0	1306	515	0.0
ENST00000392318.8	5100	0	2430	2670	0.0
ENST00000272433.7	4030	0	536	3494	0.0
ENST00000439055.6	2717	0	1240	1477	0.0
ENST00000294954.12	3087	0	1744	1343	0.0
ENST00000306279.4	5661	0	901	4760	0.0
ENST00000394412.8	4586	0	3528	1058	0.0
ENST00000261880.10	3142	0	613	2529	0.0
ENST00000649807.2	2740	0	783	1957	0.0
ENST00000560572.6	3111	0	1315	1796	0.0
ENST00000371475.9	3665	0	1064	2601	0.0
ENST00000344442.10	2120	0	1397	723	0.0
ENST00000334304.10	4596	0	3369	1227	0.0
ENST00000262999.4	1627	0	745	882	0.0
ENST00000040738.10	10593	0	8291	2302	0.0
ENST00000409195.6	12693	0	11887	806	0.0
ENST00000348749.9	1993	0	1087	906	0.0
ENST00000281419.8	5693	0	2114	3579	0.0
ENST00000272427.11	5932	0	1718	4214	0.0
ENST00000354545.8	1904	0	859	1045	0.0
ENST00000295718.7	3635	0	2199	1436	0.0
ENST00000569795.6	2812	0	1188	1624	0.0
ENST00000397747.5	2439	0	621	1818	0.0
ENST00000394215.7	5232	0	2360	2872	0.0
ENST00000374232.8	7709	0	1006	6703	0.0
ENST00000234179.8	6175	0	2109	4066	0.0
ENST00000264717.7	2208	0	1251	957	0.0
ENST00000339562.9	3480	0	1615	1865	0.0
ENST00000505747.6	2215	0	1186	1029	0.0
ENST00000409884.6	3202	0	1713	1489	0.0
ENST00000506729.6	2696	0	1767	929	0.0
ENST00000375807.8	3498	0	2047	1451	0.0
ENST00000322813.10	3007	0	1379	1628	0.0
ENST00000265381.7	6610	0	2133	4477	0.0
ENST00000377966.4	4433	0	2232	2201	0.0
ENST00000374793.8	5953	0	2852	3101	0.0
ENST00000314392.13	916	0	130	786	0.0
ENST00000265191.4	1214	0	485	729	0.0
ENST00000424310.7	3626	0	1742	1884	0.0
ENST00000381627.4	930	0	499	431	0.0
ENST00000648336.2	8741	0	2296	6445	0.0
ENST00000288228.10	3467	0	875	2592	0.0
ENST00000249750.9	3399	0	1124	2275	0.0
ENST00000268164.8	5661	0	913	4748	0.0
ENST00000690270.1	2222	0	1270	952	0.0
ENST00000321348.9	4239	0	734	3505	0.0
ENST00000454765.7	1248	0	885	363	0.0
ENST00000264711.7	4854	0	606	4248	0.0
ENST00000392056.8	6966	0	4687	2279	0.0
ENST00000355999.5	3290	0	997	2293	0.0
ENST00000283254.12	9130	0	5159	3971	0.0
ENST00000333202.8	1401	0	558	843	0.0
ENST00000537011.6	4117	0	3303	814	0.0
ENST00000268150.13	1944	0	932	1012	0.0
ENST00000437192.8	975	0	441	534	0.0
ENST00000304623.13	5910	0	3001	2909	0.0
ENST00000264444.7	5555	0	480	5075	0.0
ENST00000359273.8	1435	0	1013	422	0.0
ENST00000264167.11	7653	0	1292	6361	0.0
ENST00000044462.12	4387	0	558	3829	0.0
ENST00000265036.10	2515	0	1215	1300	0.0
ENST00000375482.8	3264	0	1639	1625	0.0
ENST00000371717.8	2099	0	1204	895	0.0
ENST00000371561.8	4399	0	2255	2144	0.0
ENST00000349780.9	6270	0	4421	1849	0.0
ENST00000358625.4	3171	0	558	2613	0.0
ENST00000377960.9	1900	0	337	1563	0.0
ENST00000382275.6	4806	0	2040	2766	0.0
ENST00000428202.7	2197	0	1390	807	0.0
ENST00000280606.7	2160	0	1643	517	0.0
ENST00000223428.9	6513	0	1868	4645	0.0
ENST00000338961.11	1605	0	894	711	0.0
ENST00000398682.5	1467	0	330	1137	0.0
ENST00000623042.2	1469	0	330	1139	0.0
ENST00000561509.3	1464	0	330	1134	0.0
ENST00000711617.1	41	0	0	41	0.0
ENST00000623491.2	1471	0	330	1141	0.0
ENST00000407847.5	9155	0	1577	7578	0.0
ENST00000505374.6	2869	0	1412	1457	0.0
ENST00000389394.8	12829	0	10228	2601	0.0
ENST00000643581.2	4105	0	2572	1533	0.0
ENST00000397062.8	2451	0	1656	795	0.0
ENST00000324219.9	8003	0	923	7080	0.0
ENST00000620492.5	1622	0	547	1075	0.0
ENST00000264935.6	2378	0	1584	794	0.0
ENST00000535359.6	3781	0	2401	1380	0.0
ENST00000427482.7	1702	0	758	944	0.0
ENST00000261908.11	7137	0	3494	3643	0.0
