transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000579512.3	422	0	322	100	0.0
ENST00000578186.3	422	0	322	100	0.0
ENST00000581164.2	786	0	686	100	0.0
ENST00000581138.4	786	0	686	100	0.0
ENST00000675181.1	125	0	125	0	0.0
ENST00000383925.1	190	0	90	100	0.0
ENST00000384278.1	190	0	90	100	0.0
ENST00000384782.1	190	0	90	100	0.0
ENST00000384659.1	190	0	90	100	0.0
ENST00000273968.5	1363	0	1194	169	0.0
ENST00000527353.2	1363	0	1194	169	0.0
ENST00000323146.8	2744	0	2528	216	0.0
ENST00000715679.1	2744	0	2528	216	0.0
ENST00000578372.2	2272	0	2103	169	0.0
ENST00000313324.9	2272	0	2103	169	0.0
ENST00000437818.1	292	0	124	168	0.0
ENST00000400079.1	292	0	124	168	0.0
ENST00000452267.2	430	0	186	244	0.0
ENST00000617224.3	430	0	187	243	0.0
ENST00000302539.9	5938	0	3179	2759	0.0
ENST00000389817.8	5935	0	3179	2756	0.0
ENST00000458811.1	89	0	0	89	0.0
ENST00000377930.1	1925	0	1680	245	0.0
ENST00000452123.3	1925	0	1680	245	0.0
ENST00000434815.1	1925	0	1680	245	0.0
ENST00000377931.1	1925	0	1680	245	0.0
ENST00000544357.2	1925	0	1680	245	0.0
ENST00000364784.1	133	0	33	100	0.0
ENST00000365467.1	133	0	33	100	0.0
ENST00000383898.1	133	0	33	100	0.0
ENST00000330181.10	1289	0	829	460	0.0
ENST00000251303.11	1289	0	829	460	0.0
ENST00000384627.1	133	0	33	100	0.0
ENST00000384776.1	133	0	33	100	0.0
ENST00000247005.8	2787	0	2205	582	0.0
ENST00000623882.4	2787	0	2205	582	0.0
ENST00000636267.1	541	0	296	245	0.0
ENST00000615853.1	617	0	517	100	0.0
ENST00000622749.2	1733	0	1633	100	0.0
ENST00000354514.6	617	0	517	100	0.0
ENST00000369505.5	1733	0	1633	100	0.0
ENST00000419795.6	541	0	296	245	0.0
ENST00000540220.6	730	0	490	240	0.0
ENST00000598087.4	730	0	490	240	0.0
ENST00000331070.8	1440	0	824	616	0.0
ENST00000382287.5	1440	0	824	616	0.0
ENST00000382392.5	1440	0	824	616	0.0
ENST00000405239.6	5063	0	3089	1974	0.0
