transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000579512.3	397	0	297	100	0.0
ENST00000578186.3	397	0	297	100	0.0
ENST00000581164.2	761	0	661	100	0.0
ENST00000581138.4	761	0	661	100	0.0
ENST00000675181.1	100	0	100	0	0.0
ENST00000383925.1	165	0	65	100	0.0
ENST00000384278.1	165	0	65	100	0.0
ENST00000384782.1	165	0	65	100	0.0
ENST00000384659.1	165	0	65	100	0.0
ENST00000622339.5	1796	0	1001	795	0.0
ENST00000330330.10	1796	0	1001	795	0.0
ENST00000370083.9	1796	0	1000	796	0.0
ENST00000376865.1	495	0	0	495	0.0
ENST00000273968.5	1313	0	1144	169	0.0
ENST00000527353.2	1313	0	1144	169	0.0
ENST00000323146.8	2669	0	2478	191	0.0
ENST00000715679.1	2669	0	2478	191	0.0
ENST00000360568.8	4562	0	3499	1063	0.0
ENST00000379104.7	4568	0	3499	1069	0.0
ENST00000578372.2	2222	0	2053	169	0.0
ENST00000313324.9	2222	0	2053	169	0.0
ENST00000437818.1	242	0	97	145	0.0
ENST00000400079.1	242	0	97	145	0.0
ENST00000674075.1	100	0	0	100	0.0
ENST00000302539.9	4963	0	2268	2695	0.0
ENST00000389817.8	4960	0	2268	2692	0.0
ENST00000458811.1	64	0	0	64	0.0
ENST00000377930.1	1850	0	1606	244	0.0
ENST00000452123.3	1850	0	1606	244	0.0
ENST00000434815.1	1850	0	1606	244	0.0
ENST00000377931.1	1850	0	1606	244	0.0
ENST00000544357.2	1850	0	1606	244	0.0
ENST00000364784.1	108	0	8	100	0.0
ENST00000365467.1	108	0	8	100	0.0
ENST00000383898.1	108	0	8	100	0.0
ENST00000330181.10	1139	0	704	435	0.0
ENST00000251303.11	1139	0	704	435	0.0
ENST00000384627.1	108	0	8	100	0.0
ENST00000384776.1	108	0	8	100	0.0
ENST00000247005.8	2587	0	2005	582	0.0
ENST00000623882.4	2587	0	2005	582	0.0
ENST00000343986.9	364	0	0	364	0.0
ENST00000636267.1	466	0	221	245	0.0
ENST00000615853.1	592	0	492	100	0.0
ENST00000622749.2	1708	0	1608	100	0.0
ENST00000354514.6	592	0	492	100	0.0
ENST00000369505.5	1708	0	1608	100	0.0
