transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000315683.1	940	0	940	0	0.0
ENST00000216840.11	1963	0	1963	0	0.0
ENST00000267425.8	6055	0	6055	0	0.0
ENST00000313250.10	1272	0	1272	0	0.0
ENST00000267415.12	1810	0	1810	0	0.0
ENST00000555019.6	2618	0	2618	0	0.0
ENST00000298894.5	2410	0	2410	0	0.0
ENST00000399440.7	1605	0	1605	0	0.0
ENST00000557677.3	2891	0	2891	0	0.0
ENST00000315519.3	994	0	994	0	0.0
ENST00000262715.10	10830	0	10830	0	0.0
ENST00000272424.11	669	0	669	0	0.0
ENST00000315915.5	973	0	973	0	0.0
ENST00000430083.2	3903	0	3895	8	0.0
ENST00000305051.6	976	0	976	0	0.0
ENST00000641386.2	4888	0	4888	0	0.0
ENST00000641879.2	4415	0	4415	0	0.0
ENST00000641082.1	1587	0	1587	0	0.0
ENST00000641086.1	2190	0	2190	0	0.0
ENST00000682384.1	5325	0	5325	0	0.0
ENST00000641172.1	1341	0	1341	0	0.0
ENST00000216799.9	844	0	844	0	0.0
ENST00000324103.11	3523	0	3523	0	0.0
ENST00000636493.2	1281	0	1281	0	0.0
ENST00000013070.11	3505	0	3505	0	0.0
ENST00000347519.12	986	0	986	0	0.0
ENST00000358932.9	1477	0	1477	0	0.0
ENST00000247225.7	3339	0	3339	0	0.0
ENST00000378453.4	1327	0	1327	0	0.0
ENST00000641904.1	5686	0	5686	0	0.0
ENST00000361170.7	6051	0	6051	0	0.0
ENST00000342376.4	1600	0	1048	552	0.0
ENST00000221801.8	1134	0	1134	0	0.0
ENST00000601372.6	7018	0	7018	0	0.0
ENST00000595891.2	896	0	896	0	0.0
ENST00000361725.5	2359	0	2359	0	0.0
ENST00000272425.4	1087	0	1087	0	0.0
ENST00000480744.3	2104	0	2104	0	0.0
ENST00000544357.2	1850	0	1850	0	0.0
ENST00000641885.1	8683	0	8683	0	0.0
ENST00000267426.6	1810	0	1810	0	0.0
ENST00000377930.1	1850	0	1850	0	0.0
ENST00000680298.1	3769	0	3769	0	0.0
ENST00000627399.4	1147	0	1147	0	0.0
ENST00000279575.7	927	0	927	0	0.0
ENST00000280665.11	2042	0	2042	0	0.0
ENST00000300145.4	3140	0	3140	0	0.0
ENST00000543626.5	716	0	716	0	0.0
ENST00000641793.1	1247	0	1247	0	0.0
ENST00000377931.1	1850	0	1850	0	0.0
ENST00000434815.1	1850	0	1850	0	0.0
ENST00000452123.3	1850	0	1850	0	0.0
ENST00000415061.8	1877	0	1877	0	0.0
ENST00000254337.11	2274	0	2274	0	0.0
ENST00000588872.3	2521	0	2521	0	0.0
ENST00000328867.9	3150	0	3150	0	0.0
ENST00000571838.2	1090	0	1090	0	0.0
ENST00000339485.4	2242	0	2242	0	0.0
ENST00000250373.9	4772	0	4772	0	0.0
ENST00000418030.7	3735	0	3735	0	0.0
ENST00000348159.9	5924	0	5924	0	0.0
ENST00000235347.4	1529	0	1529	0	0.0
ENST00000302271.11	7762	0	7762	0	0.0
ENST00000263621.2	914	0	914	0	0.0
ENST00000592784.6	3451	0	3451	0	0.0
ENST00000417454.5	2272	0	2272	0	0.0
ENST00000250495.10	620	0	620	0	0.0
ENST00000263379.4	2964	0	2964	0	0.0
ENST00000308018.9	962	0	962	0	0.0
ENST00000397119.8	4372	0	4372	0	0.0
ENST00000404031.6	611	0	611	0	0.0
ENST00000632897.2	2101	0	2101	0	0.0
ENST00000283550.8	766	0	766	0	0.0
ENST00000334062.8	4227	0	4227	0	0.0
