transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000382392.5	1215	0	529	686	0.0
ENST00000405239.6	4363	0	2283	2080	0.0
ENST00000382287.5	1215	0	529	686	0.0
ENST00000331070.8	1215	0	529	686	0.0
ENST00000440137.2	566	0	125	441	0.0
ENST00000382365.7	3436	0	2027	1409	0.0
ENST00000674075.1	100	0	0	100	0.0
ENST00000471932.6	2550	0	1534	1016	0.0
ENST00000420398.3	566	0	125	441	0.0
ENST00000682740.1	4301	0	2155	2146	0.0
ENST00000370083.9	1796	0	865	931	0.0
ENST00000623882.4	2587	0	1902	685	0.0
ENST00000247005.8	2587	0	1902	685	0.0
ENST00000330330.10	1796	0	866	930	0.0
ENST00000377930.1	1850	0	1591	259	0.0
ENST00000452123.3	1850	0	1591	259	0.0
ENST00000434815.1	1850	0	1591	259	0.0
ENST00000377931.1	1850	0	1591	259	0.0
ENST00000544357.2	1850	0	1591	259	0.0
ENST00000615853.1	592	0	490	102	0.0
ENST00000578372.2	2222	0	2035	187	0.0
ENST00000445148.2	566	0	125	441	0.0
ENST00000433030.4	1263	0	1035	228	0.0
ENST00000430448.3	1301	0	1035	266	0.0
ENST00000417256.3	1301	0	1035	266	0.0
ENST00000457977.3	1301	0	1035	266	0.0
ENST00000439466.3	1301	0	1035	266	0.0
ENST00000715679.1	2669	0	2460	209	0.0
ENST00000323146.8	2669	0	2460	209	0.0
ENST00000415858.3	1301	0	1035	266	0.0
ENST00000441330.3	1301	0	1035	266	0.0
ENST00000458218.3	1301	0	1035	266	0.0
ENST00000330181.10	1139	0	648	491	0.0
ENST00000636267.1	466	0	195	271	0.0
ENST00000457020.3	1297	0	1035	262	0.0
ENST00000419795.6	466	0	195	271	0.0
ENST00000598087.4	655	0	382	273	0.0
ENST00000383898.1	108	0	6	102	0.0
ENST00000364784.1	108	0	6	102	0.0
ENST00000313324.9	2222	0	2035	187	0.0
ENST00000622749.2	1708	0	1606	102	0.0
ENST00000381698.5	565	0	125	440	0.0
ENST00000365467.1	108	0	6	102	0.0
ENST00000527353.2	1313	0	1131	182	0.0
