transcript_id	n_positions	n_unique_back	n_multi_back	n_unmapped	uniqueness_factor
ENST00000436041.6	2051	0	1381	670	0.0
ENST00000617807.3	1949	0	860	1089	0.0
ENST00000337107.11	1114	0	630	484	0.0
ENST00000585245.3	786	0	473	313	0.0
ENST00000544708.3	786	0	473	313	0.0
ENST00000442621.2	1579	0	0	1579	0.0
ENST00000687189.2	946	0	0	946	0.0
ENST00000366574.7	19313	0	12843	6470	0.0
ENST00000383925.1	190	0	0	190	0.0
ENST00000384278.1	190	0	0	190	0.0
ENST00000384782.1	190	0	0	190	0.0
ENST00000384659.1	190	0	0	190	0.0
ENST00000363299.2	128	0	0	128	0.0
ENST00000362477.2	147	0	0	147	0.0
ENST00000387069.2	161	0	0	161	0.0
ENST00000504449.2	1484	0	159	1325	0.0
ENST00000375460.3	3605	0	1691	1914	0.0
ENST00000506599.2	457	0	222	235	0.0
ENST00000366548.8	3865	0	2296	1569	0.0
ENST00000378295.9	5556	0	1660	3896	0.0
ENST00000304952.11	989	0	633	356	0.0
ENST00000375471.5	4262	0	1686	2576	0.0
ENST00000373912.8	1818	0	650	1168	0.0
ENST00000369569.6	3433	0	2038	1395	0.0
ENST00000471889.7	2730	0	2118	612	0.0
ENST00000234626.11	3527	0	1519	2008	0.0
ENST00000261455.9	2677	0	891	1786	0.0
ENST00000373062.8	2766	0	1881	885	0.0
ENST00000371088.5	2542	0	1645	897	0.0
ENST00000239462.9	5536	0	3589	1947	0.0
ENST00000374338.5	3148	0	734	2414	0.0
ENST00000623247.3	1731	0	1118	613	0.0
ENST00000358528.9	4617	0	2042	2575	0.0
ENST00000683442.1	2889	0	1097	1792	0.0
ENST00000367412.2	2972	0	1727	1245	0.0
ENST00000378888.10	3695	0	1790	1905	0.0
ENST00000367042.6	3658	0	898	2760	0.0
ENST00000367080.8	7463	0	1244	6219	0.0
ENST00000360851.4	5193	0	1935	3258	0.0
ENST00000235835.8	1542	0	946	596	0.0
ENST00000314163.12	2524	0	1072	1452	0.0
ENST00000257177.9	6633	0	677	5956	0.0
ENST00000368029.4	1369	0	822	547	0.0
ENST00000368521.10	1860	0	626	1234	0.0
ENST00000358595.10	5282	0	1976	3306	0.0
ENST00000375541.10	7622	0	5366	2256	0.0
ENST00000377443.7	1542	0	787	755	0.0
ENST00000308105.5	1281	0	402	879	0.0
ENST00000428468.6	4284	0	1740	2544	0.0
ENST00000451429.8	4298	0	2031	2267	0.0
ENST00000352967.9	2196	0	1158	1038	0.0
ENST00000295809.12	3195	0	2161	1034	0.0
ENST00000319394.8	5122	0	1744	3378	0.0
ENST00000368892.9	1667	0	997	670	0.0
ENST00000376936.9	3446	0	2168	1278	0.0
ENST00000368013.8	4654	0	3076	1578	0.0
ENST00000367999.9	2071	0	1241	830	0.0
