target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3308	1414	9.86057
ENST00000318602.12	4610	4536	16698.5	84.9227
ENST00000307719.9	1799	1725	1728	23.1086
ENST00000286479.4	1285	1211	799	15.2202
ENST00000393078.5	1576	1502	1198	18.3995
ENST00000232892.12	1563	1489	2201	34.0991
ENST00000248450.9	1760	1686	2465	33.727
ENST00000392492.8	971	897	1221	31.4009
ENST00000261772.13	3437	3363	4964	34.0505
ENST00000268251.13	4779	4705	14689	72.0196
ENST00000374736.8	10408	10334	6712	14.9831
ENST00000341511.11	8103	8029	28900	83.0337
ENST00000301732.10	6602	6528	5041	17.8137
ENST00000373394.8	4592	4518	10613.2	54.1898
ENST00000326195.13	3405	3331	4814	33.3388
ENST00000370225.4	7328	7254	13274	42.2126
ENST00000318560.6	5578	5504	6604	27.6788
ENST00000360937.9	2609	2535	4381	39.867
ENST00000502732.6	12217	12143	30738	58.3939
ENST00000644422.3	6478	6404	991.106	3.57016
ENST00000302538.10	5395	5321	30593	132.632
ENST00000333167.13	1699	1625	4640.86	65.8815
ENST00000616317.5	10013	9939	93806	217.724
ENST00000338432.12	9368	9294	74726	185.476
ENST00000233710.4	2515	2441	3171	29.9672
ENST00000370841.9	2261	2187	5313	56.0414
ENST00000242592.9	1859	1785	2196	28.38
ENST00000358776.7	5848	5774	2145.61	8.5722
ENST00000356839.10	2184	2110	15716	171.822
ENST00000265838.9	1537	1463	5183	81.725
ENST00000367048.5	1520	1446	2138.8	34.1209
ENST00000225823.7	3750	3676	2572	16.1404
ENST00000447966.7	3886	3812	11418	69.0964
ENST00000241069.11	2172	2098	8649	95.0996
ENST00000352035.7	4293	4219	13154	71.9228
ENST00000309951.8	7443	7369	5216.5	16.3301
ENST00000216139.10	1430	1356	1192	20.2785
ENST00000216254.9	2734	2660	2175.58	18.8674
ENST00000293217.10	7317	7243	8653.56	27.561
ENST00000272065.10	1474	1400	913	15.0439
ENST00000672073.1	2111	2037	6291	71.2438
ENST00000648477.1	1381	1307	904	15.9555
ENST00000336375.10	3174	3100	5282	39.3056
ENST00000533904.6	1936	1862	2464	30.5267
ENST00000366684.7	1491	1417	1060	17.2566
ENST00000224784.10	1349	1275	3808	68.8977
