target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3181.38	1289	9.71925
ENST00000318602.12	4610	4409.38	16268	88.5017
ENST00000307719.9	1799	1598.38	1534	23.0219
ENST00000286479.4	1285	1084.38	674	14.9099
ENST00000393078.5	1576	1375.38	1073	18.7143
ENST00000232892.12	1563	1362.38	1951	34.3522
ENST00000248450.9	1760	1559.38	2215	34.0736
ENST00000392492.8	971	770.376	985	30.671
ENST00000261772.13	3437	3236.38	4714	34.9402
ENST00000268251.13	4779	4578.38	13285	69.6057
ENST00000374736.8	10408	10207.4	6587	15.4799
ENST00000341511.11	8103	7902.38	28622	86.8835
ENST00000301732.10	6602	6401.38	4916	18.4219
ENST00000373394.8	4592	4391.38	9988	54.5598
ENST00000326195.13	3405	3204.38	4564	34.1662
ENST00000370225.4	7328	7127.38	13024	43.8338
ENST00000318560.6	5578	5377.38	6445	28.7506
ENST00000360937.9	2609	2408.38	4171	41.5442
ENST00000502732.6	12217	12016.4	29863	59.6149
ENST00000644422.3	6478	6277.38	866	3.30929
ENST00000302538.10	5395	5194.38	29248	135.07
ENST00000333167.13	1699	1498.38	4030	64.5177
ENST00000616317.5	10013	9812.38	92068	225.076
ENST00000338432.12	9368	9167.38	73418	192.111
ENST00000233710.4	2515	2314.38	2796	28.98
ENST00000370841.9	2261	2060.38	4771	55.5466
ENST00000242592.9	1859	1658.38	2068	29.9132
ENST00000358776.7	5848	5647.38	1894	8.04504
ENST00000356839.10	2184	1983.38	14832	179.386
ENST00000265838.9	1537	1336.38	4564	81.9241
ENST00000367048.5	1520	1319.38	2077	37.7627
ENST00000225823.7	3750	3549.38	2447	16.5378
ENST00000447966.7	3886	3685.38	10747	69.952
ENST00000241069.11	2172	1971.38	8361	101.738
ENST00000352035.7	4293	4092.38	12692	74.396
ENST00000309951.8	7443	7242.38	4966	16.4483
ENST00000216139.10	1430	1229.38	1067	20.8197
ENST00000216254.9	2734	2533.38	2144	20.3011
ENST00000293217.10	7317	7116.38	8173	27.5497
ENST00000272065.10	1474	1273.38	696	13.1113
ENST00000672073.1	2111	1910.38	5541	69.5767
ENST00000648477.1	1381	1180.38	779	15.8311
ENST00000336375.10	3174	2973.38	4807	38.781
ENST00000533904.6	1936	1735.38	1964	27.1483
ENST00000366684.7	1491	1290.38	935	17.3816
ENST00000224784.10	1349	1148.38	3308	69.0997
ENST00000646664.1	1812	1611.38	929	13.8297
ENST00000290378.6	1382	1181.38	2229	45.2602
ENST00000573283.7	1919	1718.38	929	12.9686
ENST00000345517.8	1501	1300.38	1735	32.0056
ENST00000252699.7	4990	4789.38	17609	88.1963
ENST00000429709.7	1854	1653.38	2056	29.8295
ENST00000394419.9	3722	3521.38	55065	375.109
ENST00000366578.6	4872	4671.38	4972	25.5318
ENST00000513398.2	2882	2681.38	5036	45.0529
ENST00000434821.7	3332	3131.38	1331	10.1962
ENST00000257963.9	4531	4330.38	14435	79.9624
ENST00000241416.12	5214	5013.38	2362	11.3017
ENST00000352511.5	11782	11581.4	6820	14.126
ENST00000388922.9	4177	3976.38	7268	43.8452
ENST00000636358.2	1422	1221.38	4672	91.7589
ENST00000238618.8	580	379.376	292	18.4632
ENST00000394666.9	882	681.376	579	20.3839
ENST00000372874.9	1496	1295.38	2202	40.7771
ENST00000445355.8	3259	3058.38	15222	119.392
ENST00000260408.8	11158	10957.4	4003	8.76342
ENST00000368474.9	6610	6409.38	35341	132.269
ENST00000348831.9	6902	6701.38	20830	74.5624
ENST00000381312.6	8475	8274.38	2021	5.85903
ENST00000297323.12	12657	12456.4	8213	15.8163
ENST00000338316.9	6645	6444.38	12966	48.2636
ENST00000679454.1	4950	4749.38	88992	449.479
ENST00000462833.6	6643	6442.38	39912	148.611
ENST00000357869.8	6092	5891.38	9462	38.5266
ENST00000673801.1	6271	6070.38	16784	66.3246
ENST00000286355.10	4421	4220.38	15394	87.4974
ENST00000294016.8	7980	7779.38	10590	32.6547
ENST00000450565.8	3259	3058.38	1212	9.50619
ENST00000304166.9	6639	6438.38	12071	44.974
ENST00000683351.1	4140	3939.38	15592	94.9444
ENST00000264436.9	9290	9089.38	6725	17.7481
ENST00000356080.9	4413	4212.38	6632	37.767
ENST00000276914.7	1897	1696.38	2254	31.8733
ENST00000209668.3	1454	1253.38	929	17.7799
ENST00000305046.13	4067	3866.38	1738	10.783
ENST00000515683.6	1454	1253.38	929	17.7799
ENST00000265512.12	2002	1801.38	1945	25.9006
ENST00000296412.14	2652	2451.38	926	9.06141
ENST00000394899.6	2802	2601.38	1837	16.9395
ENST00000437033.7	2119	1918.38	1912	23.9083
ENST00000539909.6	1992	1791.38	9962	133.4
