target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3308	3460	50.3658
ENST00000318602.12	4610	4536	5112.02	54.2681
ENST00000307719.9	1799	1725	1800	50.2469
ENST00000286479.4	1285	1211	1269	50.4595
ENST00000393078.5	1576	1502	1614	51.7439
ENST00000232892.12	1563	1489	1594	51.5489
ENST00000248450.9	1760	1686	1895	54.1224
ENST00000392492.8	971	897	993	53.3068
ENST00000261772.13	3437	3363	3734	53.4654
ENST00000268251.13	4779	4705	4999	51.1622
ENST00000374736.8	10408	10334	11167	52.0348
ENST00000341511.11	8103	8029	8847	53.0591
ENST00000301732.10	6602	6528	7124	52.5496
ENST00000373394.8	4592	4518	4809.98	51.2652
ENST00000326195.13	3405	3331	3761	54.3694
ENST00000370225.4	7328	7254	8094	53.7293
ENST00000318560.6	5578	5504	5707	49.9292
ENST00000360937.9	2609	2535	2648	50.2997
ENST00000502732.6	12217	12143	12382	49.101
ENST00000644422.3	6478	6404	0	0
ENST00000302538.10	5395	5321	5720.12	51.7651
ENST00000333167.13	1699	1625	1763.48	52.2567
ENST00000616317.5	10013	9939	10870	52.6638
ENST00000338432.12	9368	9294	10193	52.8111
ENST00000233710.4	2515	2441	2644	52.1578
ENST00000370841.9	2261	2187	2408	53.0192
ENST00000242592.9	1859	1785	1981	53.4407
ENST00000358776.7	5848	5774	5987	49.9296
ENST00000356839.10	2184	2110	2461	56.1636
ENST00000265838.9	1537	1463	1681	55.3285
ENST00000367048.5	1520	1446	1576.27	52.4913
ENST00000225823.7	3750	3676	3868	50.6683
ENST00000447966.7	3886	3812	4038	51.0081
ENST00000241069.11	2172	2098	2209	50.7009
ENST00000352035.7	4293	4219	4721	53.8828
ENST00000309951.8	7443	7369	7741	50.5841
ENST00000216139.10	1430	1356	1461	51.8819
ENST00000216254.9	2734	2660	2640.61	47.8023
ENST00000293217.10	7317	7243	7501.99	49.8751
ENST00000272065.10	1474	1400	1523	52.3839
ENST00000672073.1	2111	2037	2240	52.952
ENST00000648477.1	1381	1307	1417	52.2059
ENST00000336375.10	3174	3100	3293	51.1511
ENST00000533904.6	1936	1862	1959	50.6618
ENST00000366684.7	1491	1417	1563.02	53.1154
ENST00000224784.10	1349	1275	1442	54.4604
ENST00000646664.1	1812	1738	1853.06	51.3412
ENST00000290378.6	1382	1308	1444	53.16
ENST00000573283.7	1919	1845	1977	51.5984
ENST00000345517.8	1501	1427	1597.66	53.912
ENST00000252699.7	4990	4916	5607.17	54.9234
ENST00000429709.7	1854	1780	2073.97	56.106
ENST00000394419.9	3722	3648	4037.56	53.2954
ENST00000366578.6	4872	4798	5167	51.8566
ENST00000513398.2	2882	2808	3182.98	54.5837
ENST00000434821.7	3332	3258	3465	51.2127
ENST00000257963.9	4531	4457	4632	50.0439
ENST00000241416.12	5214	5140	5379.69	50.3988
ENST00000352511.5	11782	11708	11916.6	49.0111
ENST00000388922.9	4177	4103	4293	50.3831
ENST00000636358.2	1422	1348	1622	57.9411
ENST00000238618.8	580	506	584	55.5761
ENST00000394666.9	882	808	866	51.6098
ENST00000372874.9	1496	1422	1646	55.7386
ENST00000445355.8	3259	3185	3610	54.5787
ENST00000260408.8	11158	11084	11364	49.3697
