target_id	length	eff_length	est_counts	tpm
ENST00000263100.8	3382	3307.91	1414	9.86082
ENST00000318602.12	4610	4535.91	16698.5	84.9241
ENST00000307719.9	1799	1724.91	1728	23.1097
ENST00000286479.4	1285	1210.91	799	15.2213
ENST00000393078.5	1576	1501.91	1198	18.4005
ENST00000232892.12	1563	1488.91	2201	34.1012
ENST00000248450.9	1760	1685.91	2465	33.7287
ENST00000392492.8	971	896.907	1221	31.404
ENST00000261772.13	3437	3362.91	4964	34.0513
ENST00000268251.13	4779	4704.91	14689	72.0208
ENST00000374736.8	10408	10333.9	6712	14.9832
ENST00000341511.11	8103	8028.91	28900	83.0344
ENST00000301732.10	6602	6527.91	5041	17.8139
ENST00000373394.8	4592	4517.91	10613.2	54.1907
ENST00000326195.13	3405	3330.91	4814	33.3396
ENST00000370225.4	7328	7253.91	13274	42.213
ENST00000318560.6	5578	5503.91	6604	27.6792
ENST00000360937.9	2609	2534.91	4381	39.8683
ENST00000502732.6	12217	12142.9	30738	58.3942
ENST00000644422.3	6478	6403.91	991.107	3.5702
ENST00000302538.10	5395	5320.91	30593	132.633
ENST00000333167.13	1699	1624.91	4640.86	65.8851
ENST00000616317.5	10013	9938.91	93806	217.725
ENST00000338432.12	9368	9293.91	74726	185.477
ENST00000233710.4	2515	2440.91	3171	29.9683
ENST00000370841.9	2261	2186.91	5313	56.0436
ENST00000242592.9	1859	1784.91	2196	28.3814
ENST00000358776.7	5848	5773.91	2145.61	8.57231
ENST00000356839.10	2184	2109.91	15716	171.829
ENST00000265838.9	1537	1462.91	5183	81.73
ENST00000367048.5	1520	1445.91	2138.8	34.123
ENST00000225823.7	3750	3675.91	2572	16.1407
ENST00000447966.7	3886	3811.91	11418	69.0979
ENST00000241069.11	2172	2097.91	8649	95.1035
ENST00000352035.7	4293	4218.91	13154	71.9241
ENST00000309951.8	7443	7368.91	5216.5	16.3303
ENST00000216139.10	1430	1355.91	1192	20.2798
ENST00000216254.9	2734	2659.91	2175.58	18.868
ENST00000293217.10	7317	7242.91	8653.56	27.5612
ENST00000272065.10	1474	1399.91	913	15.0449
ENST00000672073.1	2111	2036.91	6291	71.2468
ENST00000648477.1	1381	1306.91	904	15.9566
ENST00000336375.10	3174	3099.91	5282	39.3067
ENST00000533904.6	1936	1861.91	2464	30.5281
ENST00000366684.7	1491	1416.91	1060	17.2576
ENST00000224784.10	1349	1274.91	3808	68.9026
ENST00000646664.1	1812	1737.91	1051.65	13.9592
ENST00000290378.6	1382	1307.91	2604	45.9284
ENST00000573283.7	1919	1844.91	1054	13.179
ENST00000345517.8	1501	1426.91	1985	32.0909
ENST00000252699.7	4990	4915.91	18201	85.4101
ENST00000429709.7	1854	1779.91	2306	29.8868
ENST00000394419.9	3722	3647.91	57383	362.874
ENST00000366578.6	4872	4797.91	5153	24.7757
ENST00000513398.2	2882	2807.91	5161	42.4002
ENST00000434821.7	3332	3257.91	1456	10.3095
ENST00000257963.9	4531	4456.91	15653	81.0179
ENST00000241416.12	5214	5139.91	2612	11.7229
